review,Eng,vader_score,vader_compound,textblob_score
"就算改完, 不誠實的 Agent 可以更不誠實地誇大.","Even after the change, the dishonest Agent can be more dishonestly exaggerated.","{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.6573}",-0.6573,-0.1
聽過有agent仲要串個客話你買基金單就預左蝕啦，你搵邊間IFA買都係一樣，做咩要同IFA買唔同我買？,"I heard that an agent wants to make a guest call. If you buy a fund list, you will pre-left eclipse. You buy the same IFA between the sides. Do you have to buy it with IFA instead of me?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
連瞓身一個衰退中的市場都嗡得出，咁不如叫個客去澳門賭大細好過!,"Even a declining market is buzzing, why not ask a customer to gamble in Macau!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
呢點係肯定，踩開界的人就算監管當局要嚴打，都係會繼續諗方法踩界,"This point is sure, even if the regulatory authorities want to crack down, the department will continue to follow the method","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.3818}",0.3818,0.17222222222222222
賣基金單其實包含一個承諾，客人唔識買而俾筆錢你幫佢投資，無非都係想將來過得好啲，有筆錢去做想做的野，而唔係俾你攞去亂fing亂投資，但好多都唔識投資，亂買而攪死左,"Selling a fund form actually contains a promise. Customers don’t know how to buy and make money to help you invest. It’s just that you want to have a good life in the future. You have money to do what you want, and you don’t want to mess with it. Random investment, but many don’t know the investment","{'neg': 0.028, 'neu': 0.827, 'pos': 0.144, 'compound': 0.4854}",0.4854,0.08749999999999998
岩岩我地先炒左個,"Yanyan, we will fry the left one first","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.125
佢有客又怕咩你炒.,Qu Youke is afraid of making you fry.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.6
其實無乜需要拆開來賣。。唔明,"In fact, no need to disassemble to sell. . Unclear","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0
"無客都搵唔到食, 你炒唔炒佢都一樣架啦.","No guest can eat it, you can make it the same way.","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,0.0
客無想像中咁難搵。,The guest has no imagination.,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.29600000000000004,0.0
影響團隊,Influence team,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"大陸既表弟想幫岩出世既仔買保險，想買aia,唔知有咩方案好呢?","The mainland’s cousin wants to buy insurance for Yan Zi’s birth, and wants to buy aia. Do you know any plans?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2
如果已經指明要AIA.咁即係身邊已經有AIA朋友？為何唔直接問佢？,If you have specified that you want AIA. Is there already an AIA friend around you? Why don't you ask Qu directly?,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.594}",0.594,0.1
就係無朋友做aia,No friends to do aia,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.3724}",-0.3724,0.0
呢度aia 就好似有一個，IFA都有幾個，即係咩公司包括aia都可以做既。,"It seems that there is only one aia, and there are several IFAs, that is, all companies including aia can do both.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
點解要指明aia？公司大？,Click to specify aia? Big company?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
佢話aia出名的,Aia is famous,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5
Aia.既話咪forever love幫個仔供定錢，大個之後份息夠讀書咁lo,"Aia. Both words, forever love helps a man to make money, after the big one, the dividends are enough to study.","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7783}",0.7783,0.16666666666666666
唔考慮其他?,Don't consider others?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
有無的資料睇下?,Is there any information?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
有，你鍾意咪整比你睇睇,"Yes, you like it better than you","{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.7964}",0.7964,0.5
Thanks,Thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,0.2
呢種我地叫保三代,This is my third generation Bao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
因為bb仔入名,Because bb is famous,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5
老豆收完到仔收，仔收完到孫,"After the old beans are harvested, the harvest is finished, and the harvest is harvested to the grandson","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
"AIA 早期你內地都算出名, 過之後就... 我有個客, 佢係內地做保險, 同我講, 早期AIA賠償如果5萬以下, 多數由agent先賠俾客, 再向公司claim, 做到賠償快, 但最後出現問題, 相信大家都明.","In the early days of AIA, you are well-known in the mainland, and after that... I have a customer, and the mainland insurance system. Tell me, if the early AIA compensation is less than 50,000, most of the agents will compensate the customer first, and then claim to the company. Compensation is fast, but finally there is a problem, I believe everyone knows.","{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.5499}",-0.5499,0.14047619047619048
AIA就推介Forever Love,AIA introduces Forever Love,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,0.5
保誠就推介雋陞,Prudential recommends Jun Sheng,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,0.0
但要留意，國內人士買係需要安排時間上保險公司做認證,"But pay attention, domestic people need to arrange time to go to insurance companies for certification","{'neg': 0.096, 'neu': 0.904, 'pos': 0.0, 'compound': -0.1531}",-0.1531,0.0
35歲 6000$都吾洗 不如你講埋俾我聽,"35 years old, 6000$, don’t wash it","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1
自願醫保分左3個檔，最基本既2千有找，尊尚666美金。 當然都要睇你要咩檔次既醫療服務。,"Voluntary medical insurance is divided into three levels on the left, the most basic is 2,000 to find, respect 666 US dollars. Of course, you have to look at the quality of medical services.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4767}",0.4767,0.1
危疾同醫療係2回事， 首先你要諗清楚你想要咩。,"Critical illness is the same as the medical department. First of all, you need to know what you want.","{'neg': 0.224, 'neu': 0.717, 'pos': 0.058, 'compound': -0.5719}",-0.5719,0.0625
危疾係一次性賠償，大部分既危疾賠3-5次，無限次都有，但3-5次性比價同實際需要比較高。,"The Critical Illness is a one-time compensation. Most of the critical illnesses are compensated 3-5 times and unlimited times, but the 3-5 times price comparison is higher than the actual needs.","{'neg': 0.215, 'neu': 0.785, 'pos': 0.0, 'compound': -0.6577}",-0.6577,0.15
自願醫保係消費險，實報實銷。另一作用，退稅。,"Voluntary medical insurance is a consumer insurance that is actually reported and reimbursed. Another effect, tax refund.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
如果完全無保險既人，最基金既第一份保單，我地會建議做左危疾先，因為，危疾所影響除左醫療費用、持續幾年生活費，保額可作抵消生活雜費、生活開支、醫療費用，在治療期間維持正常生活。如果係屋企係經濟支持、有家人供養、有小朋友、老人家要養、有樓供緊，都唔需要擔心。同時出險，保費唔需要再交，保障終身。,"If you are completely uninsured and the first fund is the first insurance policy, we will recommend to do left critical illness first, because the critical illness affects left medical expenses and living expenses for several years, and the sum insured can be used to offset miscellaneous expenses and living expenses. Expenses and medical expenses to maintain a normal life during treatment. If you have financial support from a housing company, family support, children, the elderly to support, and housing supply, you don’t need to worry. At the same time, the insurance premium needs to be paid again to protect the life.","{'neg': 0.109, 'neu': 0.779, 'pos': 0.112, 'compound': 0.0772}",0.0772,0.07142857142857142
醫保主要退稅同報銷住院費用。,The main tax refund for medical insurance is the same as reimbursement of hospitalization expenses.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.05555555555555555
建議穩專業人士了解，等專業人士比建議你。,It is recommended that stable professionals understand and wait for professionals to advise you.,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.4588,0.0
利申業內人士,Insiders in Lishen,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
其實而家都係買新既醫保會好一的,"In fact, it’s better to buy a new medical insurance","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.21212121212121213
因為有的新既治療方法 舊果的未必會照顧到,Because some new treatments and old ones may not take care of,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.3875}",-0.3875,0.11818181818181818
醫保係香港嘅保障性未必及得上一份危疾，,Medical insurance is that the protection of Hong Kong may not be as critical as,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2411}",0.2411,0.0
而理賠占比中，癌症大概占咗7成，,"Cancer accounts for about 70% of the claims,","{'neg': 0.386, 'neu': 0.614, 'pos': 0.0, 'compound': -0.6597}",-0.6597,0.0
危疾+癌症護係幾多人嘅選擇，無論保障度還是划算度都係非常高，癌護一般百幾二百蚊就可以有2-3百萬嘅治療保障額度。,Critical illness + cancer care is the choice of many people. Both the degree of protection and the cost-effectiveness are very high. Cancer care generally has 2-3 million treatment guarantees for a few hundred or two hundred mosquitoes.,"{'neg': 0.267, 'neu': 0.607, 'pos': 0.126, 'compound': -0.8134}",-0.8134,0.1116
個堆細公司有隨時更改保證部份既權利,The company has the right to change the guarantee part at any time,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.25}",0.25,0.2857142857142857
"我之前既公司唔細, 只係好多人唔知啫....","I used to be a small company, only a lot of people didn't know...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.125
係我理解， Fix 死的意思唔係多2萬咁解.,"As I understand it, the meaning of Fix is ​​not more than 20 thousand solutions.","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.1779}",0.1779,0.5
"你間野更係唔細,大公司離講你地個間又大回報又靚呢期我都賣你地個間多,雖然佣細==","Your field is more detailed, the big companies are far away from you, and the room is big and beautiful. I sell you a lot in the period, although the commission is fine ==","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.6908}",0.6908,0.3238095238095238
"fix 死, 通常我會覺得指人壽額保額, 進星無寫明個保額....","Fix die, usually I think it refers to the life insured amount, Jinxing does not specify a sum insured...","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.5994}",-0.5994,-0.25
算啦...,Forget it...,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.0
上次有無用card比保費﹖,Last time there was a useless card than the premium?,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,-0.25
"無,最後用返支票","No, use the check back","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"倘若受保人不幸身故，我們將提供一筆相等於保證現金價值及紅利之面值(如適用)的身故賠償。此賠償金額不少於調低投保額後(如適用)的基本總保費#11另加2,500美元/20,000港元(以個別保單貨幣計算)之總額 (惟需扣除未償還之保單貸款、利息(如 適用)及任何於保單年期內已套現紅利之現金價值)，用以解決燃眉之急，協助家人渡過難關。","If the insured person dies, we will provide a death compensation equal to the guaranteed cash value and the face value of the bonus (if applicable). This compensation amount is not less than the total amount of basic total premium #11 plus the amount of USD 2,500/HKD 20,000 (calculated in individual policy currency) after reducing the insured amount (if applicable) (subject to the deduction of outstanding policy loans and interest (e.g. (Applicable) and any cash value cashed out during the policy term), to resolve urgent needs and help family members to overcome difficulties.","{'neg': 0.054, 'neu': 0.726, 'pos': 0.22, 'compound': 0.9493}",0.9493,0.052083333333333336
----------------------------------------------------------,-------------------------------------------------- --------,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"即係身故會有保證個金額加2,500美元/20,000港元做賠償, 保證金額係已繳保費加紅利之面值。","That is, there will be a guaranteed amount plus USD 2,500/HKD 20,000 for compensation upon death. The guaranteed amount is the face value of the premium paid plus bonus.","{'neg': 0.109, 'neu': 0.726, 'pos': 0.165, 'compound': 0.25}",0.25,0.0
"我係保記AGENT, 睇睇下版友講既野覺得唔對路......","I am Bao Ke AGENT, and the next version of the friends said that Ye Ye feels that it is not right...","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}",0.4767,-0.07142857142857142
"(我唔會成日上O黎睇, 因為成日上其實都唔會有單返, 努力搵生意好過)","(I don’t want to go to O Li Sui every day, because I don’t actually have a single return in all the days, so I try to make my business better)","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0.4939,0.14285714285714288
呢個定義我相信大家無誤解.,I believe that this definition is unmistakable.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
不過已交保費 + 20000,But the premium has been paid + 20000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
咪即係唔係 fix 死， 因為第 2 3 4 5 年已繳保費都不同.,"Mi is not a fix die, because the premiums paid in 2 3 4 5 are different.","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.4847}",0.4847,0.0
"保記有隻BL而家停左的了,預期條數好靚,但保證條數....幾嚇人","Keep in mind that there is only one BL and the home stops on the left. The expected number is pretty, but the number is guaranteed... a little scary","{'neg': 0.146, 'neu': 0.65, 'pos': 0.204, 'compound': 0.0145}",0.0145,-0.08958333333333332
多謝澄清...,Thanks for clarification...,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,0.2
"樓主你真係好熟行情, 更美好(BL) 剛剛停售, 取而代之既係美好人生","The landlord you are really familiar with the market, better (BL) has just been discontinued and replaced by a better life","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}",0.7003,0.4583333333333333
"不過呢隻產品重點唔係睇儲蓄成份, 相反係睇人壽成份........","However, only the product focus is not on the savings component, but on the life component...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"換言之, 你付出既保費, 可以槓桿到幾多倍保額。","In other words, if you pay both premiums, you can leverage to several times the sum assured.","{'neg': 0.074, 'neu': 0.794, 'pos': 0.132, 'compound': 0.2732}",0.2732,-0.0625
"如果死都執著於預期回報, 真係有點捉錯用神..........","If death is obsessed with the expected return, the real system is a bit misleading...","{'neg': 0.409, 'neu': 0.591, 'pos': 0.0, 'compound': -0.8074}",-0.8074,-0.13333333333333333
"""歸原紅利#6在保單年期內累積滾存，讓您的保單價值隨年月增長。當受保人身故時，該紅利的已公佈面值將被支付； 另一方面，當保單被退保或終止(因身故除外)時，該紅利之現金價值#6將被支付。歸原紅利#6的","""归原红利#6 accumulates rollover during the policy term, allowing your policy value to increase year by month. When the insured dies, the declared face value of the bonus will be paid; on the other hand, when the policy is refunded When the insurance is terminated or terminated (except for death), the cash value #6 of the bonus will be paid.","{'neg': 0.052, 'neu': 0.684, 'pos': 0.264, 'compound': 0.93}",0.93,-0.125
"即可獲保證派發。""""","You can be guaranteed a distribution. """"","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"其實公佈係指一年一次﹖如果一年公佈一次, 歸原紅利應該一年多過一年...但現金價值會否一年多過一年﹖會否歸原紅利多咗現金價值少咗﹖","In fact, the announcement refers to once a year? If announced once a year, the return bonus should be more than one year...but will the cash value be more than one year? Will it return to the original bonus, more cash value and less?","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9315}",0.9315,0.3416666666666667
"想問下我想入保誠, 有邊個manager一定唔跟得 or 呃人 ?","I want to ask if I want to join Prudential, there must be a manager who can't follow or uh people?","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4215}",0.4215,0.0
那個你認為一定唔跟得 or 呃人的manager就一定不能跟!,The manager you think must not be followed or er people must not follow!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
你不如問下佢 點搵客，有咩計劃,"You might as well ask Xiaqu some customers, there are plans","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.2732,0.0
同d plan 有咩優勢，自己再比較啦,"It has the same advantages as d plan, so compare it yourself","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,0.0
我又相信，即使話天下烏鴉一樣黑，都有d 唔同ge 有黑d 同有d 近白色一d ge,"I also believe that even if the crows in the world are as dark as black, they all have d.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.15833333333333333
假設褲通有400個Manager，你係呢度得悉其中廿個唔多惦ge，咁又係咪等於,"Assuming that there are 400 Managers in Pants, you know that 20 of them are too many, and they are equal","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25
另外ge 380個係好惦呢？你不如睇睇呢個帖子先諗啦：—,What about ge 380 departments? You might as well look at this post first:-,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,0.25
真心分享：失業率飆升，勢將引發更多人轉投保險業,"Sincerely share: the unemployment rate soars, it will trigger more people to switch to the insurance industry","{'neg': 0.131, 'neu': 0.631, 'pos': 0.239, 'compound': 0.34}",0.34,0.5
"歷史在不斷重複，金融海嘯已經殺到埋身，U-Right, 泰林以及往後可能結業的公司，","History continues to repeat, the financial tsunami has been buried, U-Right, Tailin and companies that may end in the future,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
必將激化本地失業率，在人浮於事的年代，投身保險未嘗唔係個別失業人士的選擇，,"It will definitely intensify the local unemployment rate. In an era when people are in trouble, it is not an option for individual unemployed to take out insurance.","{'neg': 0.168, 'neu': 0.751, 'pos': 0.081, 'compound': -0.4404}",-0.4404,-0.05
如果你們真係有興趣入呢行的話，最重要是要自問是否了解下列的事實：,"If you are really interested in entering the business, the most important thing is to ask yourself if you understand the following facts:","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.6232}",0.6232,0.2875
一、年紀21歲或以上(思想基本上成熟，應該知道自己為什麼做和做些什麼)。,"1. Aged 21 or above (the thoughts are basically mature, you should know why and what you do).","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.4215}",0.4215,0.0
二、起碼中五以上程度(有能力應付考牌需要) 保險公司會提供課程彼你。,2. At least 5 or above (with the ability to cope with the needs of the test card) The insurance company will provide courses for you.,"{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3182}",0.3182,-0.15
三、需要人際關系良好，朋友夠多(初入行的時候的有利條件) 你要充份評估一下啦。,3. You need good interpersonal relationships and enough friends (advantages when you first enter the business). You need to fully evaluate it.,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.8176}",0.8176,0.31666666666666665
四、表達能力夠強，具說服力。(做AGENT的基本條件，也可以透過培訓得以改進),"Fourth, the expression ability is strong enough and convincing. (The basic conditions for doing AGENT can also be improved through training)","{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.886}",0.8859999999999999,0.18666666666666668
五、有能力面對壓力和挑戰，也要習慣面對拒絕。(否則很難涯下去的)你要衡量一下了。,"5. If you have the ability to face pressure and challenges, you should also get used to facing rejection. (Otherwise it is difficult to go down) You have to weigh it.","{'neg': 0.217, 'neu': 0.688, 'pos': 0.095, 'compound': -0.6808}",-0.6808,-0.3277777777777778
六、個性要積極，思想要正面(否則你會找不到當中的意義) 需要不時自我調整心態。,"Sixth, the personality should be positive, and the thought should be positive (otherwise you will not find the meaning). From time to time, you need to adjust your mentality.","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.802}",0.802,0.2272727272727273
七、要善於管理時間，有自律性。(知道規則和方法之後，一切要靠你自己去努力),"7. Be good at managing time and self-discipline. (After knowing the rules and methods, everything depends on your own efforts)","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,0.6499999999999999
八、千萬不要以為自己在打工等出糧，你是在做生意，做成一單計一單。(無生意就無收入),8. Don't think that you are working and waiting for food. You are doing business and making one bill. (No income without business),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
九、認清自己的路向，審慎地作出決擇之後，就要勇往直前，堅定地奮鬥到底。(否則注定失敗),"9. After recognizing your own way and making a careful decision, you must move forward and fight firmly to the end. (Otherwise doomed to fail)","{'neg': 0.313, 'neu': 0.638, 'pos': 0.049, 'compound': -0.8658}",-0.8658,-0.05
十、要同請你的人深入溝通，自我評估能否跟他/她合得來。(入行之後，他/她對你,"10. Communicate in depth with the person who asked you to see if the self-assessment is compatible with him/her. (After entering, he/she treats you","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
的成敗影響至為深遠),The impact of the success or failure is profound,"{'neg': 0.236, 'neu': 0.5, 'pos': 0.264, 'compound': 0.1027}",0.1027,0.0222222222222222
十一、預支佣金可能變成入職後的負債，必須留意有關還款規定，免得引起不必要的爭拗。,"11. The advance commission may become a liability after employment, and you must pay attention to the repayment regulations to avoid unnecessary disputes.","{'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.6705}",-0.6705,-0.4
真心分享：,Sincerely share:,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6486}",0.6486,0.5
保險呢行具有其獨特性，產品特質亦無法取代，銷售技巧較重感性，並非任何人都可以輕易掌握，,"Insurance has its own uniqueness, and product characteristics cannot be replaced. Sales skills are more sensitive, and not everyone can easily master it.","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.2584}",-0.2584,0.4083333333333334
危中有機也要自問個人的性格特質和毅力是否足以應付業績要求，兼且努力與收成並非必然成正比，在業績主導去留的保險業來講，要入行必須要三思。,"Weizhong also has to ask himself whether his personality and perseverance are sufficient to meet performance requirements, and that efforts and results are not necessarily proportional to performance. In the insurance industry where performance is the mainstay, it is necessary to think twice.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
咁呢個交返比你地保記講。,This return is better than your baoji.,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,0.5
"在強勁的時候,是如圖中所言.","When it is strong, it is as shown in the figure.","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,0.4333333333333333
"在不足的時候,這個機制,又應如何運作?",How should this mechanism work in times of shortage?,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.25}",-0.25,0.0
看看樓主對答覆滿意不。,See if the landlord is satisfied with the reply.,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,0.5
因為太多地方係咁樣去演繹遺留資產.,Because there are too many places to interpret legacy assets.,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}",0.1779,0.5
所以可以澄清一下,So can clarify,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
根據 ,according to,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
，遺留資產是在給付給客戶應得的收益和賠償後，仍然多出來的回報，多出來的回報第一是由於公司的投資收益超過預期，第二則是部分應給付的賠償但未有合法受益人前來領取（比如英國保誠參與過鐵達尼號、第一次及第二次世界大戰的賠付，但由於部分死傷者無法尋找到受益人，該類賠償就作為遺留資產保存下來）。而遺留資產一直為公司現在的新業務提供支持。遺留資產給保誠的新業務的支持則又體現在兩方面：第一，由於遺留資產的所有權屬於保誠，公司可以自由地利用遺留資產進行高風險高回報的投資，而,"The legacy assets are the extra returns after the benefits and compensation due to the customers are paid. The extra returns are due to the company’s investment income exceeding expectations, and the second is partial compensation due but not legal. The beneficiaries come to collect (for example, British Prudential participated in the payment of the Titanic, World War I and World War II, but because some of the dead and injured cannot find the beneficiary, such compensation is saved as legacy assets). The legacy assets have always provided support for the company's new business. The support of legacy assets to Prudential’s new business is reflected in two aspects: first, because the ownership of legacy assets belongs to Prudential, the company can freely use the legacy assets to make high-risk and high-return investments, and","{'neg': 0.164, 'neu': 0.672, 'pos': 0.164, 'compound': -0.7214}",-0.7214,0.009848484848484856
（詳見第二點保誠收益分紅分配比例），但則,"(See the second point for Prudential’s income distribution ratio), but then","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
。第二，,". second,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
原文網址：,Original URL:,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,0.375
樓上呢個講法係無認真考證過資料，如果院長都咁講，亦難怪成間公司對遺留資產真正來源都有誤解。,"Upstairs, the Faculty of Law has not carefully examined the information. If the Dean speaks it, it is no wonder that Chengjian Company has misunderstood the true source of the legacy assets.","{'neg': 0.159, 'neu': 0.721, 'pos': 0.12, 'compound': -0.1205}",-0.1205,0.2
保記遺留資產正確來源係股東資金。,Keeping the correct source of legacy assets is shareholders’ funds.,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.1779}",0.1779,0.0
"是的,坊間有大量不實資訊,呢個係其中一個,而所謂保誠訓練學院又是什麼一回事呢?","Yes, there is a lot of untrue information, this is one of them, and what is the so-called Prudential Training Academy?","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019}",0.4019,0.0
呢個值得先考究一返。,This one deserves to be examined first.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25
資料來源:,source:,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"遺留資產是透過不同的來源長年累積,其中一個是","Legacy assets are accumulated over many years through different sources, one of which is","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1779}",0.1779,0.25
"而PDF中還有一圖,就是","And there is a picture in the PDF, that is","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
"遺留資產的主要作用不是支付預期紅利,而是維持公司穩定性。","The main role of legacy assets is not to pay expected dividends, but to maintain company stability.","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.1275}",0.1275,0.033333333333333326
"其他來源,沒有列出,那些先不管,而針對討論緩衝機制-","Other sources, not listed, those that are ignored first, and for the discussion buffer mechanism-","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0625
"將高於平均線的回報取之予遺留資產(因圖2所言,將機制與遺留資產連結在一起)中,在底於平均線的時候,撥出以支付紅利。","Take the above-average return to the legacy assets (as shown in Figure 2, linking the mechanism to the legacy assets), when the bottom line is below the average line, set aside to pay dividends.","{'neg': 0.039, 'neu': 0.866, 'pos': 0.095, 'compound': 0.25}",0.25,-0.15
