review,Eng,label,vader_score,vader_compound,textblob_score
"如果你可以討價還價討價還價   如果你想體驗文化,討價還價和坐在有很多購物的地方,女人街是適合你的地方。 瞭解您的貨幣轉換以確保你得到一個折扣價。 提示： 請保持您的電話和錢包放在前面的口袋裏。 以防萬一 當你找到你想買點什麼東西,不會很興奮或太感興趣否則完全沒有討價還價的。 你一定要告訴你的孩子這也。 附近的某個地方開始談判40  50％不到規定的價格。 如果他們說不行,開始。 想走。 如果他們有興趣的話他們會給你打電話回來的價格和丟棄。 即使你提供一個價格,說的太多就會遠離。 這工程太。 不要因爲這會冒犯您的價格太離譜了。  所以你會發現大量的攤位以後需要時同一項目","If you can bargain, if you want to experience culture, bargain and sit in places where there is a lot of shopping, Ladies Market is the place for you. Know your currency conversion to ensure you get a discounted price. Tip: Please keep your phone and wallet in the front pocket. Just in case when you find something you want to buy, you will not be very excited or too interested otherwise there will be no bargaining at all. You must tell your child this too. Somewhere nearby started to negotiate 40 50% less than the stipulated price. If they say no, start. Want to go. If they are interested, they will call you back for the price and discard. Even if you offer a price, too much talk will stay away. This works too. Don't be too ridiculous because it will offend your price. So you will find a lot of stalls for the same project when needed later",1,"{'neg': 0.05, 'neu': 0.83, 'pos': 0.121, 'compound': 0.8155}",0.8155,0.07638888888888891
"小心shysters  這看起來就像一個商業動物園到我們,真的沒有看到很多的小東西值得購買的但是當我們找到一個我們感興趣的很難討價還價。 我老公吃了後讓最終交易的銷售人員說看！ 警察！ 當我們看的是他的所有文章和交換我們購買的便宜多了,但是看起來還是有缺陷的  類似的文章。 我們沒有搞清楚後我們直到檢查我們的新屬性。 僅僅給每一個人都在這裏擡頭。","Be careful with shysters. This looks like a commercial zoo to us. I really don't see a lot of small things worth buying but when we find one we are interested in it is hard to bargain. After my husband eats it, let the salesperson of the final deal talk about it! Policemen! When we read all of his articles and exchange them, we bought them much cheaper, but they still seem to be defective. We didn't figure it out until we checked our new attributes. Just give everyone a head up here.",0,"{'neg': 0.067, 'neu': 0.827, 'pos': 0.105, 'compound': 0.4468}",0.4468,0.04446969696969697
服務稱心  由於上次到韓國也是坐這間公司，所以第二次去也寧願多付千元，感覺好像回家一樣。由預辦登機到下機領取行李，都沒有令我失望，感覺安全。座位尚算舒適，餐點也合口味，整體感覺很滿意。,"Satisfactory service Since I visited this company last time in South Korea, I would rather pay a thousand more for my second visit, as if I were going home. From pre-boarding to disembarking, I didn't disappoint and felt safe. The seats are fairly comfortable, and the meals are also tasteful, overall I feel very satisfied.",1,"{'neg': 0.022, 'neu': 0.76, 'pos': 0.218, 'compound': 0.9127}",0.9127,0.2928571428571428
"這是你所需要的一切了（想）  喜歡它的從主流品牌的購物中心,高一端連接到一個好心的商店 良好的交易特別是在折扣季（即使在喬伊斯！ ） 多種多樣的選擇也是一個米其林星級餐廳的超級城市  很方便去地鐵和渡輪   有東巴西標準時間。 海港的景色 超級愛的獨特和攝人心魄的其中一種事件和他們的展覽在商場裏！ 它總是那麼的完美畫質！","This is everything you need (think) like it from a shopping mall of a mainstream brand, the high end is connected to a kind shop Good deals especially during the discount season (even at Joyce!) A variety of options are also available A super city with Michelin-starred restaurants is easy to get to the subway and ferry with Eastern Brazil Standard Time. The scenery of the harbour One of the unique and breathtaking events of super love and their exhibition in the mall! It is always so perfect picture quality!",1,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9865}",0.9865,0.4584615384615385
"很棒！  帶着一個還在2013年2月10日往返商務艙機票,飛往曼谷,泰國。 我最喜歡的就是他們這家航空公司有着特殊的客戶服務。 我們有一個在香港停留,他們的機場休息室是超出了我的期望,你會驚訝於各種各樣的食物和服務。 實際上,這是我第二次坐的國泰的公務艙座位。 第一次是在2009,一個假期我和我的夥伴在香港。 航空公司對我來說非常完美。 難怪國泰航空公司是世界上最棒的酒店之一。","Great! Take a round-trip business class ticket on February 10, 2013 to Bangkok, Thailand. My favorite is that this airline has special customer service. We have a stopover in Hong Kong and their airport lounge is beyond my expectations and you will be surprised by the variety of food and services. In fact, this is the second time that I have taken Cathay Pacific’s business class seat. The first time was in 2009, a holiday with me and my partner in Hong Kong. The airline is perfect for me. No wonder Cathay Pacific is one of the best hotels in the world.",1,"{'neg': 0.019, 'neu': 0.791, 'pos': 0.19, 'compound': 0.9656}",0.9656,0.5258928571428572
"這家航空公司的航班在8天四個,應該不差  第一次使用此托架,和不是很糟糕,有合理的腿部空間的座位,乘務員都很樂於助人,而且我敢說,這裏的食物是令人滿意的也。 雞肉和米飯,魚,新鮮水果,咖啡,茶,通常有的一切你期望從一個航空公司。 從我的角度來看,相比其他航空公司的航班坐過,一點都不差,在我的頂級5至少可以這麼說。","This airline has four flights in 8 days, it should not be bad to use this bracket for the first time, and it is not terrible, with reasonable legroom seats, the flight attendants are very helpful, and I dare to say, here The food is satisfactory too. Chicken and rice, fish, fresh fruits, coffee, tea, and usually everything you expect from an airline. From my point of view, compared to other airlines' flights, it is not bad at all. In my top 5 it can be said at least.",1,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.9427}",0.9427,0.027083333333333345
"真是讓人失望  在看了一些評論我們期待着一個聚寶盆的便宜貨和有趣的東西可看,但不是那麼。 我的妻子去了20年前還有一些市場留下了美好的回憶。 這是一個有限的範圍和骯髒的物品質量很差的很遠的一個比較合理的價格。 友好的工作人員非常有幫助儘管沒有一個溫和的星期六剛過中國新年的時候人不是很多。 有足夠的食物和這種方式很有趣但不一定要在街上吃東西的地方。","It was really disappointing After reading some reviews we were looking forward to a bargain hunt of cornucopia and interesting things, but not so. My wife went to some markets 20 years ago and left some good memories. This is a relatively reasonable price for a limited range and the quality of dirty items is very far away. The friendly staff is very helpful although there is not a gentle Saturday when the Chinese New Year is over and not many people. There is enough food and this way is fun but not necessarily a place to eat on the street.",0,"{'neg': 0.094, 'neu': 0.743, 'pos': 0.163, 'compound': 0.8568}",0.8568,0.05411382734912147
"不錯  搭了很多次國泰, 航班內環境算是不錯, 職員態度好. 機上娛樂算好, 餐飲普通不過不失. 沒明顯延誤","Yes, I have taken Cathay Pacific many times, the flight environment is good, the staff attitude is good. The in-flight entertainment is good, the food is normal, but there is no obvious delay.",1,"{'neg': 0.069, 'neu': 0.637, 'pos': 0.295, 'compound': 0.7386}",0.7386,0.4583333333333333
很好的服務和種類繁多的休息室  的服務感到非常滿意的波音777以下一個令人愉快的交通在新碼頭的休息室。 服務都很好的休息室和在飛行途中。,Very good service and a wide variety of lounge services. Very satisfied with the Boeing 777 following a pleasant traffic in the lounge of the new terminal. The service is very good in the lounge and on the flight.,1,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.9149}",0.9149,0.4628138528138527
酒店员工中文都不太好，前台办理入住手续太慢,"Hotel staff are not very good at Chinese, check in at the front desk is too slow",0,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.3865}",-0.3865,-0.18974358974358974
完美體驗  服務周到 房型完美的以後會再來入住浴缸看起來泡澡很舒服 整體設計也好 視野很好交通也比較方便 服務生介紹比較全面,"Perfect experience, considerate service, perfect room type, will come back later to stay in the bathtub, it looks very comfortable, the overall design is good, the view is good, the transportation is more convenient, and the waiter is more comprehensive.",1,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9682}",0.9682,0.49200000000000005
"這裏以前是  服務很好,很不錯的機組人員和地勤人員。 好的標準在登記入住的時候,飛機,都很乾淨。 Amedity差設置爲長途飛行我更喜歡穿睡衣或有一間休息室。 食物不是跟以前一樣好。 太讓人失望了。 但幸運的是他們有非常美味的麵條和餛飩湯在你最好的選擇。 喜歡它！","It used to be very good service, very good crew and ground crew. Good standards are very clean at check-in. Amedity is poorly set for long-haul flights. I prefer to wear pajamas or have a lounge. The food is not as good as before. So disappointing. But fortunately they have very delicious noodles and wonton soup in your best choice. like it!",0,"{'neg': 0.053, 'neu': 0.661, 'pos': 0.286, 'compound': 0.9623}",0.9623,0.5096666666666666
"一直忠誠和一個很大的風扇... 但有些東西正在下滑？  我是一個很大的風扇國泰和這將一直是我的第一選擇會是很棒的旅行和通常會給！ 不過最後一段我們飛過來,我們不但有非常嚴重的延遲,其中有一些我完全理解和我肯定更喜歡飛機起飛比換一間有問題,但我發現這裏的員工都絕對也不友好,服務不是很好和一般似乎是一個缺乏愛的作業。 辦理入住手續的員工在約翰內斯堡非常糟糕和決定我們沒有足夠的時間所以拒絕給我們休息的時候買所有我們想做的就是去浴室洗澡。 花了一個嚴重的討價還價的商務艙休息室口服體液補充療法讓我們在使用浴室和獲得互聯網訪問的最後一刻仍然等了5分鐘然後我們所有的主板上的一個很好的半個小時？ 不是我想要的服務！","Always loyal and a big fan... But something is declining? I am a big fan of Cathay Pacific and this will always be my first choice would be great travel and will usually give! But in the last paragraph we flew over. Not only did we have very serious delays, some of which I fully understand and I definitely prefer to take off rather than change one, but I found that the staff here are definitely not friendly and the service is not very Good and generally seem to be a homework that lacks love. The check-in staff in Johannesburg was very bad and decided that we didn't have enough time so refused to buy us all for the rest and all we wanted to do was go to the bathroom and take a shower. Spent a serious bargaining in the business class lounge oral body fluid replenishment therapy let us wait 5 minutes at the last moment of using the bathroom and getting internet access and then a good half hour on all our motherboards? Not the service I want!",1,"{'neg': 0.089, 'neu': 0.766, 'pos': 0.145, 'compound': 0.9223}",0.9223,-0.005495337995337982
晚餐咖啡店自助晚餐，食物品質其差，甜品尚可,"Dinner cafe buffet dinner, the quality of the food is poor, the desserts are acceptable",0,"{'neg': 0.168, 'neu': 0.707, 'pos': 0.125, 'compound': -0.2023}",-0.2023,-0.4
"美好的假期  我們住在ikos olivia 2016年6月中,我們一家三口帶着一個小孩。 總之我們很喜歡這裏,很棒的食物,很棒的住宿和整個地方都是一個年輕的孩子的家庭來說是個工程。 東西種類繁多的葡萄酒就像一個真正的好處列表  因爲不是所有的全包式酒店做到這一點。   最好的一片： 意大利和希臘餐廳  無論是在海灘上可愛 游泳池  兒童遊樂場和俱樂部（我們沒有把女兒但是這裏真的很棒） 所有餐廳的早餐  客房服務  包括  工作人員  他們都很可愛  對孩子的態度  總是很受歡迎... 彩色的桌椅等在餐廳足以讓他們有事可幹  飲料和酒  可愛的選擇希臘的酒和知識豐富的員工,總是很熱心地爲我們推薦一些東西（法國菜等也有）但我們嘗試了當地的東西。 雞尾酒  我們很喜歡這裏的莫吉托雞尾酒是最好的  我們很高興的發現和aperol spritz之類的東西包括   可以改進的地方的：  主樓裏的房間  一些在較低的樓層的海景房看不到大海的美景。 我們向工作人員投訴管理和處理給了我們一個可愛的房間但我們會建議出去的主建築感覺不那麼狹窄的多  海灘  這就是事實但不是最好的海灘。 沙子和岩石才能得到相當不平靜過去在你來之前就在海里的沙子（孩子們需要果凍鞋）。 泳池很棒所以不是一個問題但也值得提醒的 預訂系統預訂飲食  你去之前預定！ 你可以在你到達之前預訂第一次住了三個晚上就會盡最大努力儘快和你到達那裏。 這裏的餐廳似乎很空很是討厭當你不能得到你想要的桌子。 餐廳的員工很有幫助更改預訂團隊比在電話裏所以進去詢問 亞洲餐廳  我們最不喜歡的。 壽司很糟糕。 這裏的食物是一個這麼高的標準但是亞洲不是很相同的。 但也許是更難以實現願望的能力超過這裏的廚師  超級可愛的氣泡酒！  其他的東西","Wonderful holiday We lived in ikos olivia in mid-June 2016, our family of three with a child. All in all we love it, great food, great accommodation and the whole place is a project for a family with young children. A wide variety of things is like a real list of benefits because not all all-inclusive hotels do this. The best piece: Italian and Greek restaurants both on the beach, lovely swimming pool, children's playground and club (we didn't take the daughter but it's really great) Breakfast room service in all restaurants including staff They are very cute attitude towards children Always very popular... The colorful tables and chairs waiting in the restaurant are enough for them to have dry drinks and wine lovely choice Greek wine and knowledgeable staff, always enthusiastic to recommend something for us (French cuisine etc.) There are also) but we tried local things. Cocktails We love the Mojito cocktails are the best, we are happy to discover that things like aperol spritz include areas for improvement: rooms in the main building, some rooms with sea views on the lower floors, no sea view Beautiful view. We complained to the staff that the management and handling gave us a lovely room but we would suggest that the main building that went out felt much less narrow. This is the fact but not the best beach. Sand and rocks can get quite unsettled past sand that was in the sea before you came (children need jelly shoes). The swimming pool is great so it's not a problem but it's also worth reminding. The reservation system reserves meals before you book! You can book your first stay before you arrive for three nights and will do your best to get there as soon as possible. The restaurant here seems empty and annoying when you can't get the table you want. The restaurant staff was very helpful to change the reservation team than on the phone so went in and asked about Asian restaurants which we disliked the most. Sushi is terrible. The food here is of such a high standard but not the same in Asia. But perhaps it is more difficult to fulfill the desire than the chef here Super cute sparkling wine! other things",1,"{'neg': 0.07, 'neu': 0.677, 'pos': 0.253, 'compound': 0.9984}",0.9984,0.26157738095238103
"非常棒的時間  舒適,現代,乾淨和漂亮的飛機。 很準時。 服務很好。 而且可以吃的食物是很好的。 我們的房間只是一個短暫的飛行（三明治）所以我們只是提供包裝和果汁。 每個房間都有自己的電視監視器查看首選項。","Great time. Comfortable, modern, clean and beautiful airplane. Very punctual. excellent service. And the food you can eat is very good. Our room was just a short flight (sandwich) so we just provided packaging and juice. Each room has its own TV monitor to view preferences.",1,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9689}",0.9689,0.5326666666666666
"有史以來最好的  我們來這裏是一個新的發展和 Olivia 知道 Ikos 真的不知道有什麼可以期待的不順。 這是一個多麼大的驚喜了因爲我們真的沒有任何點讓我們的假期很棒的一件事。 這家酒店是一個迷人的地方當然我們可以期待的高 u16的每一個地方。 我們在前臺遇到了最熱烈的歡迎和一杯香檳和有人想要的。 登記入住非常高效和然後我們被帶到了我們的輕便馬車和到達的時候被帶到房間的時候感到挺震撼的。 照單點菜的餐廳裏的食物都是高品質和風味餐廳設置爲包含適合正常的用餐, 服務和所有的員工都很有禮貌是首屈一指的就是他們竭盡全力爲你服務。 這個酒店的一切都是極好的是一個令人興奮的經歷。 所有的泳池都很寬敞有陽傘除了帶給你足夠的地方供日光浴5米。 總之那些稍微猶豫預訂這家酒店就不會這樣的體驗。 溫泉是一個可愛的地方和強烈推薦所有這一切歸功於 IKOS 和經理 Mr Timos 他是一個很棒的領導者和備受尊重他的所有員工。 謝謝所有那些讓我們的假期很特別和一個永遠都不會忘記的。 我們一定還會回去的。","The best ever. We are here for a new development and Olivia knows that Ikos really has no idea what to expect from the discomfort. What a big surprise this is because we really have nothing to make our holiday great. This hotel is a charming place. Of course we can expect every place of high u16. We met the warmest welcome and a glass of champagne and someone wanted at the front desk. Check in was very efficient and then we were taken to our chaise and was shocked when we were taken to the room on arrival. The food in the à la carte restaurant is of high quality and flavor. The restaurant is set up to contain meals that are suitable for normal meals. The service and all the staff are very polite. The premier is that they do their best to serve you. Everything in this hotel is excellent is an exciting experience. All swimming pools are very spacious with parasols in addition to bringing you enough space for sunbathing 5 meters. In short, those who hesitate to book this hotel will not have such an experience. The spa is a lovely place and highly recommend all of it thanks to IKOS and the manager Mr Timos. He is a great leader and well respected by all his employees. Thank you to all those who made our holiday special and one that will never be forgotten. We will definitely go back.",1,"{'neg': 0.033, 'neu': 0.732, 'pos': 0.235, 'compound': 0.9956}",0.9956,0.3240538033395177
"一次又一次地在同一  如果你想看到相同的商店每5米10, 這這就是你想去的地方。 他們的每一個能想到的品牌賣各種假的東西,並且很明顯是因爲這個原因他們很便宜。 我不太喜歡。","Being in the same place again and again. If you want to see the same store every 5 meters 10, this is where you want to go. Every brand they can think of sells all kinds of fake things, and it is obvious that they are cheap for this reason. I don't like it very much.",0,"{'neg': 0.087, 'neu': 0.869, 'pos': 0.043, 'compound': -0.5588}",-0.5588,0.026666666666666672
櫃臺服務佳，提供很多幫忙,Good counter service and a lot of help,1,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}",0.6808,0.7
"獲取紀念品的好地方  我的朋友和我的導遊是我們第二個在香港最後一晚。 有大量小攤出售各種各樣的事情... 行李, 粘附 selfie, 磁場, 箱包, t 恤... 打... 一個商店購買紀念品的好地方在我的意見... 一度直到晚會結束您的公寓, 您將能夠實現銷售的許多類似的卡住的東西幾乎同樣的價格在。 所以我建議正好決定在一個停止和購買您所需而不是僅將停止停止的意識到的只是幾個港元價格不同。 一個很不錯的地方仍爲那些未被這裏！","Great place to get souvenirs My friends and my guide are our second last night in Hong Kong. There are a lot of stalls selling a variety of things... luggage, sticking selfies, magnetic fields, bags, t-shirts... playing... a good place to buy souvenirs in a shop in my opinion... Once until the end of the party In your apartment, you will be able to sell many similar stuck things at almost the same price. So I suggest to just decide to stop and buy what you need instead of just stopping to realize that only a few Hong Kong dollars differ in price. A very nice place still for those who are not here!",1,"{'neg': 0.045, 'neu': 0.815, 'pos': 0.14, 'compound': 0.9214}",0.9214,0.29772727272727273
被子太潮湿，有个单人床，要了之后只给的被子，褥子枕头都没有给,"The quilt is too moist, there is a single bed, after the request, only the quilt, mattress and pillow are not given",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.03571428571428571
"最最最糟糕的非現有的客戶服務  我不能我頭這位所謂的事實太元航空公司被評爲最窮的客戶服務最好的航空公司。   認真？ 這家航空公司的客戶服務沒有任何概唸的含義！ 本應更改爲全然置的乘客如果你的定義和保存他們所謂的服務中心,被吼和輕視。   這一切的事實告訴我們因爲下來我們的票不是招誰惹誰了我們不應該期待任何服務可言。 我們付了900歐元每人,這對我們來說很貴！ 這裏不是像我們付與貝殼！   我們不能在網上登記入住我們返回的航班。 因爲你只能登記入住24小時出發前,我們一直待到很晚,因爲我們回程的飛機是要在很早就一個人。   你想象一下當我們想登記入住和沒有空餘的座位！","The worst and worst non-existing customer service I can't bear the fact that the so-called Taiyuan Airlines is rated as the poorest customer service airline. serious? The customer service of this airline has no conceptual meaning! Passengers who should have been changed to completely set passengers if you define and save their so-called service centers, are shouted and despised. All these facts tell us that we should not expect any service because our ticket is not for the one who caused it. We paid 900 euros per person, which is very expensive for us! This is not like the shell we paid! We cannot check in online for the flight we return. Because you can only check in 24 hours before departure, we stayed until very late, because our return flight was to be alone early. You imagine when we want to check in and have no free seats!",0,"{'neg': 0.154, 'neu': 0.82, 'pos': 0.027, 'compound': -0.9656}",-0.9656,-0.4285185185185185
"業務類長途旅行是完美的  來北京出差和開會回來的路上在香港如此連接通過香港去北京的路上。 使得它很久的旅行也是值得的。 很棒的服務,很棒的食物,以及休息室和時間上是轉機,像往常一樣,很棒的。 在休息室酒吧的麵條去打敗不了它在長途飛行之前或之後。 最棒的是還被升級到了回去的路上第一次從香港到洛杉磯。","Business long-distance travel is perfect. The way back to Beijing for business trips and meetings is so connected to Hong Kong on the way to Beijing through Hong Kong. It's worth making it a long trip. Great service, great food, and transfers in the lounge and time, as usual, great. The noodles in the lounge bar can't beat it before or after the long flight. The best part is that I was upgraded to go back from Hong Kong to Los Angeles for the first time.",1,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.9723}",0.9723,0.3833333333333333
廁所太舊了！馬桶水箱一整晚都有水聲不斷！,The toilet is too old! The toilet tank is full of water all night!,0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.12395833333333335
环境跟地理位置都很棒,Environment and location are great,1,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,0.8
水壓唔好…… 之前住其他樓層冇呢個問題,The water pressure is not good... I had no problem living on other floors before,0,"{'neg': 0.244, 'neu': 0.636, 'pos': 0.12, 'compound': -0.3287}",-0.3287,-0.2375
首選之一  在短短行程時間裏，航空服務人員做事識話頭醒尾又同聲同氣。機上內光缐充足和乾淨，仲有提供誤樂及毛毯！國泰始終是一分錢 一分貨，會令人安心乘搭首選飛機之一！,"One of the first choices In a short journey time, the aviation service personnel are doing things and talking and talking in unison. The light inside the aircraft is sufficient and clean, and Zhong You provides mishaps and blankets! Cathay Pacific is always a penny and a penny, which will make you feel at ease to take one of the preferred aircraft!",1,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.6988}",0.6988,0.3057291666666667
一流的全包   我的妻子和我自己16歲的女兒剛從這家很棒的度假村和會毫不猶豫地推薦它。  所有的員工的服務水平真是太出色了。  從你到達的那一刻起你就會感覺很特殊。  這裏的食物很棒還有一個適合大多數人的選擇。  我們最喜歡的餐廳就餐後酒的投票。  葡萄酒都有很高的標準。  這是一家經營以家庭爲導向的度假村所以如果你想找一個可以安靜然後這裏可能不適合你。  這家全包的假期已被提升到一個更需要更高級別的有多種多樣的住宿和服務。  謝謝你ikos了一個難忘的假期,First-class all-inclusive My wife and my 16-year-old daughter have just taken this great resort and would recommend it without hesitation. The service level of all employees is really outstanding. You will feel special from the moment you arrive. The food here is great and there is a choice for most people. After-dinner voting in our favorite restaurant. Wines have high standards. This is a family-oriented resort so if you are looking for a quiet one then this may not be for you. This all-inclusive holiday has been promoted to a higher level with a variety of accommodation and services. Thank you ikos for an unforgettable holiday,1,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.9861}",0.9861,0.4667142857142858
酒店的早餐品种不够丰富,The hotel breakfast is not rich enough,0,"{'neg': 0.328, 'neu': 0.672, 'pos': 0.0, 'compound': -0.4449}",-0.4449,-0.09375
要份外小心  提防小偷、小心價格、注意治安。純粹觀光還可以，論購物就沒甚麼值得好買，貨品質素都很一般，都是一些低質素東西。區內的食肆都是衛生狀況不太可靠。,"Be extra careful about thieves, beware of prices, and pay attention to public security. Pure sightseeing is okay. There is nothing worth buying when it comes to shopping. The quality of the goods is average, and they are all low-quality things. The restaurants in the area are all unreliable.",0,"{'neg': 0.115, 'neu': 0.778, 'pos': 0.107, 'compound': -0.1195}",-0.1195,0.10918367346938776
很贊的房間！  很精緻的酒店，也很溫馨，細節很好，還有面膜哦！很貼心！周邊交通也很方便！很有設計感！在中環選擇這家還是很合適的,"Great room! Very exquisite hotel, very warm, very good details, and facial mask! Very intimate! The surrounding traffic is also very convenient! Very design! It is still appropriate to choose this one in Central",1,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8983}",0.8983,0.5015000000000001
"減淡柙驅動器  去過我和我丈夫中旬在香港2015年8月。 我們去了女人街的意圖是購買禮物給朋友和家人&一些紀念品帶回家。 幾個攤賣新奇172.2x.0.023 32 GB驅動器,部下,海綿鮑勃廣場深色褲,蝙蝠俠等。 因爲這些地方小,有用和一個有趣的我們買了一些帶回家。 不要買這些東西都不能用,他們看起來很真實,但當你打開的這是一個印刷電路板... 不帶薯條或任何組件側... 在運行一個與你的錢放在你的短哩內於內桑森。","减淡柙驾 went to me and my husband in Hong Kong in mid-August 2015. We went to Ladies Market with the intention of buying gifts for friends and family & some souvenirs to take home. Several stalls sell novelty 172.2x.0.023 32 GB drives, subordinates, sponge Bob Square dark pants, Batman and so on. Because these places are small, useful and an interesting one we bought some to take home. Don’t buy these things, they don’t work, they look very real, but when you open this is a printed circuit board... without fries or any component side... in running one with your money put in your Within a short mile in Nathanson.",0,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.5927}",0.5927,0.08249999999999999
"大商場  這是一個大的購物中心有超過700用品倉,大量的餐館和電影院。 您將找到所有的奢侈品牌在這裏,體育用品,電子產品,眼鏡,手錶,食物和幾乎所有你能想到的。 大的地方使得很難找到和奢侈品都是貴,不管你在哪裏,即使在香港。 海港城市有了一個很棒的一天的方式如果你會發現價格太貴了。","Large shopping mall This is a large shopping mall with more than 700 supply warehouses, a large number of restaurants and movie theaters. You will find all the luxury brands here, sports goods, electronics, glasses, watches, food and almost everything you can think of. The big place makes it difficult to find and luxury goods are expensive, no matter where you are, even in Hong Kong. Harbour City has a great day way if you will find the price too expensive.",1,"{'neg': 0.042, 'neu': 0.896, 'pos': 0.063, 'compound': 0.4265}",0.4265,0.049206349206349205
- 熱水壺有污漬，煲水時有一粒粒嘢出咗嚟，唔敢飲,"-There are stains in the hot water bottle, there is a grain of water when boiling water, don’t dare to drink",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.25
"但是有很多很棒的孩子  我們住這裏來度過我們的迷你月球。 這是我們想要的完美是爲完全腐爛了一週後我們的婚禮如此忙碌。   我們很幸運的是我們自己的私人游泳池所以很多時間我們住在我們的房間一整天。 但是,我們認爲房價客戶提供租賃金和當我們被允許進入的區域很可愛但是租賃金多小孩。   我不會推薦這裏的自助餐廳非常抱歉在那裏同樣也有很多孩子。 我不介意孩子但也有不錯的地板和桌子！   我可以想象如果你有小孩的話這家酒店很棒。 但是我建議你的幾個有私人游泳池的。 希臘,法國,泰和其他奇異餐廳非常可愛和小的不能再挑毛病。   作爲一個全包放鬆來我會推薦。 不過。 我很高興這不是我們唯一坦珀利。 到馬爾代夫feb！ X","But there are a lot of great children. We live here to spend our mini moon. This is the perfection we want is for our wedding so busy after a week of complete decay. We are very lucky to have our own private swimming pool so many times we stay in our room all day. However, we think that the room rate customers provide rental money and when we are allowed to enter the area is lovely but the rental money has many children. I would not recommend the cafeteria here. I'm sorry there are also many children there. I don't mind children but also have nice floors and tables! I can imagine this hotel is great if you have children. But I suggest that you have a private swimming pool. Greek, French, Thai and other singular restaurants are very cute and small and can no longer be faulted. I would recommend it as an all-inclusive relaxation. but. I'm glad this is not our only Tampere. Feb to Maldives! X",1,"{'neg': 0.063, 'neu': 0.715, 'pos': 0.222, 'compound': 0.9907}",0.9907,0.27248622589531685
坐擁尖沙咀海景  海港城是尖沙咀著名的商場之一 裏面有著不少食店和名店，因此旅客都相對的比較多 商場面積很大，但人很多，所以比較迫,"Sitting on the sea view of Tsim Sha Tsui Harbour City is one of the famous shopping malls in Tsim Sha Tsui. There are many restaurants and famous shops in it, so tourists are relatively more. The shopping mall is very large, but there are many people, so it is more urgent.",1,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.3898}",0.3898,0.4683673469387755
很好  非常棒的亞洲食物強烈推薦！ 嘗試油炸蝦和魚和牡蠣巴爾德帕特！ 當然還有啤酒Sintag,Great Asian food is highly recommended! Try fried shrimp and fish and oyster baldpat! Of course there is beer Sintag,1,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.7768}",0.7768,0.35000000000000003
早餐不是很好吃，连吃四天有点腻,"The breakfast is not very tasty, it's a bit greasy to eat for four days",0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1
很多鞋子！   我的意思是如果你真的喜歡運動鞋然後我說去。 對我來說這是一個太小的一件好事。 我建議你沿着街道走的幾個商店一度辦理入住和退房手續。 價格都是差不多的紐約所以我覺得不是很值得買的和包裝他們回美國去了。 我想如果我在那裏看見了一個頭和一個真正的運動鞋都是古色古香的話我會買下來。 我不是不想令人不快的但是有很多攤販在這裏有所以想提醒任何人從一雙上花太多的錢。 我之前聽說過的一些商店甚至可以陰涼。 我看到有幾個和我會對以$400 us dollars無精打彩地拒絕！ 如果我只是在一個連鎖酒店品牌我還會考慮。,"Lots of shoes! I mean if you really like sneakers then I say go. This is a good thing that is too small for me. I suggest that you check in and check out at a few shops along the street. The prices are about the same in New York so I think it is not very worth buying and packing them back to the US. I think if I saw a head and a real sneaker there were antiques, I would buy them. I don't want to be unpleasant but there are many street vendors here so I want to remind anyone to spend too much money on a pair. Some shops I have heard of before can even be cool. I saw a few of them and I would refuse to spend $400 us dollars inexhaustibly! If I was just a hotel chain brand, I would still consider it.",1,"{'neg': 0.046, 'neu': 0.896, 'pos': 0.058, 'compound': 0.4302}",0.4302,0.033898601398601395
