review,label
"最棒的服務  經常飛亞洲線, 所以可以的話就儘量選國泰.因為報到櫃台服務好又快速,機上的服務人員也很親切.尤其在班機的提醒,郵件簡訊都會及時提醒,讓客人感到安心.還有餐點,我覺得很不錯.",1
入住有頭髮,0
"房间还算干净,卫生间很大,但没有设施。提供的毛巾每人只有一条，还是破的。总体来说不太令人满意。",0
舒適的旅程  比經濟艙寬敞的座位空間，整體很舒適，有附簡單過夜包和一瓶約600ml的水，枕頭及毯子都是棉的材質，長途航班睡起來也很舒服～,1
逛街好地方  這裡有好多東西可以買，而且可以不用客氣的殺價，因為是觀光景點所有攤販都把價格抬很高，這家不願意讓你殺價，那就換下一家吧！因為一整條街賣的東西都大同小異，不怕買不到，只要你敢殺價，一定可以買到你喜歡又便宜的東西，但這裡都是仿冒品，所以不要被騙了！,1
"入住了单人间，房间不是非常小，而是只能用“袖珍”来形容,连窗户也没有，房间面积仅仅能够放下一张单人床与一张放着电视机的写字台。感觉好像是个监狱单人房改造的，不过即使是监狱单人房的话或许也应该会有一个小窗吧?!",0
"6楼窗外就是整幢大楼的风机,非常吵!可能是存心留给携程的客人,第二天到下午四点回房还没清洁房屋,太离谱!!!!!",0
"棒極了  就我個人而言沒有什麼可以挑剔Olivia和往常一樣我和我的家人都覺得自己像個國王。 所有的餐廳都是一流的食物和酒的質量犎嶄匆蝗讓Olivia的經驗值得每一分錢。 我個人不認爲我充分利用了酒店溫泉以及與我的朋友這是一個多站點代表我。 我明年還會回來和我發現自己已經開始倒計時的日子。 感謝Timo的另一個很棒的假期,您和您的員工做了一個很好的工作。 你們都做得。 保羅格雷戈裏。",1
去年圣诞节前去香港由于航班原因临时在汉普顿加了一晚上，体会如下：,0
房间,0
"房间环境很差,没有窗户,而且入住时抽水马桶是坏的,打了两次电话给服务人员才来修理并且没有完全修好,提出换同等房间被拒绝.希望提高住宿环境和硬件质量.",0
舒適的豪華經濟艙，享受飛行的時間  此次挑選夜班的飛機直接到達阿姆斯特丹，豪經艙讓我感到很舒適至少我的腳可以伸長且枕頭比經濟艙還要大顆，尚未起飛就提供香檳及飲品可以享用，起飛後沒多久就開始送餐了，所有的一切都很棒。  可以享用貴賓室內的所有東西，並且提早登機已經行李優先順序，真的很不錯👍  但長途飛行並未提供拖鞋，比較可惜這是我唯一不滿意的地方。,1
"出色的業務  如果我可以給這家比1010 I會！ 這裏的服務,食物和最重要的就是控制你要轉換您的座位配置在任何時間到任何你想要的,很棒。 定期清理和洗手間什麼都不嫌麻煩的女服務員。 這是迄今爲止最好的和最舒適的長途飛行和我們所做的是我們做過的幾個其他的公務艙機票。 選擇您感興趣的電影有點有限但這不是我的另一個重要的因素。",1
極不愉快  當日我從荷蘭回香港，特意選了坐在逃生門前（因有較多leg room）。當我走到自己的座位時，空姐剛剛開始向隔離兩個荷蘭乘客解釋坐在逃生門前要注意的事項。我知道空姐必須要確保我們三個人都知道那些規定，所以我便站在自己的座位前，打算等她說完才把背包放上overhead,0
从来没花500块住这样的房间..........,0
"这酒店的管理实在太有毛病了!10.22号通过携程订1晚.等要续房的时候说房间满?!!没有任何提前的告知,人还没走就把房间租给别人？!",0
很棒的飛行和服務  這家航空公司的每個人都是獨特的和提供了一個放鬆的方式在登記入住的時候沒有hastles進入和退出的平面。  這是一次非常愉快的經歷。,1
"非常好的航空公司  國泰航空是一個很棒的航空公司。 我們坐的是經濟的菲律賓宿霧。 這是一個很長的航班,但是服務很好,而且這裏的食物比大多數航空公司的。 我喜歡這裏的單個屏幕娛樂,你可以在那裏和他們有一個港口ipad充電等等。",1
服务差，怎有一酒店水呢?我之前看到是一月的点评说没热方不到现去还是没有，投诉说要换另一家他们居然说叫我可考芦，我马上搬去别家。,0
"很棒的全包式度假村  幾年來我們租了一個私人別墅有泳池但是今年我們決定跳過開車,購物,烹飪和清潔和去一個全包的度假村是一個不錯的假期。  我不認爲我們可以做一個更好的選擇比ikos的olivia（一月定在英國航空公司出售）,和我們四個人。 我和我妻子,女兒和她的男友（兩個18）有任何人能記得的最好的假期。  我們住的是花園景觀小屋在相鄰的房間儘管這些都和附近的網球場和鄰近周邊道路沒有馬路上的噪音我們遇到任何問題,事實上我們很感謝隱秘的因爲他們遠離主游泳池區域,餐館和人行道。  房間非常乾淨而且設施齊全,有很好的無綫網絡（整個度假村幾乎各行各業均有一個免費的功能！）,衛星電視, AC很好,還有一個儲備豐富的迷你酒吧是免費的。 客房服務有點不穩定但是不會點我的人一定會抱怨。  酒店擁有四家主題餐廳點綴着度假村  法國,意大利,希臘和亞洲的你會需要預訂桌子吃晚餐。 法國和希臘餐廳也在早餐和午餐時間開放  不需預訂。 除了這四家餐廳還有一個主要的自助餐廳  口味,大多數的客人可能會發現自己第一天晚上在這裏吃的早餐和它可以讓最廣泛的種類也很多。 我們挑不出這裏的食物,服務都不是（相反的一些評論）和選擇的葡萄酒是一個全包的比我預想的要好得多了。 第三天或第四天你真的要溫和的自己！  有三個主要的游泳池區域,雖然有一隻供客人預訂了豪華房,是一個小游泳池和溫泉的用戶  我妻子吃的是一個很好的適合殘疾人士使用的客房但是那大概是所以我真的不能評論的溫泉,除了似乎很受歡迎。 對於那些更喜歡一些更加briney還有兩個海灘區域的多個太陽躺椅,再一個是專門爲豪華的客人。 這些是鄰近的指定區域的水上運動和游泳的小亭子  免費的腳踏船,獨木舟和長長的登機牌,歐元一個大膽涉及任何一艘快艇或水上摩托艇！   我們從來不用擔心找太陽躺椅（我們到達第3日",1
遇停水一次，说是突发事件。态度相当恶劣。第二天送上两只香蕉，两只苹果的“果篮”作为道歉。建议不要选择电梯附近的房间，门口有服务电话，房间隔音很差，很吵。早餐的两个地方只能打60分。出租车是现叫。14楼走廊里的服务电话机很脏。,0
"巨大的市場  很長一段路有很漂亮的東西可看。 只需要小心自己的行李和貴重物品不要帶太多了你。 供應商員工可能看上去有點嚇人蕉源誦諾拇鷥討價還價的價格所以只需要注意在上面。 除此之外,好地方阿洛裏！",1
很棒的酒店  剛剛在這家酒店住了一個星期ikos olivia皮耶拉省希臘這是一個很棒的酒店在海灘上的一個按菜單點菜的餐廳也是極好的食物是非常好的飲料還有一個很好的選擇的兩個房間都是一塵不染的乾淨的毛巾每天都有打掃一天兩次或更多的如果需要的話你還有一個設施齊全的房間裏的迷你酒吧每天都會補充您的軟件包的一部分是和他們還有大約十的帶酒吧的泳池還有一個溫泉和現場的健身房和一個可愛的沙灘你還可以選擇在外面吃飯去了兩個當地餐館作爲套餐的一部分非常物有所值的很讓人放鬆的地方和工作人員絕對是一流的俯身爲他們讓你的假期更加愉快的好地方,1
"很棒的氛圍  當然,那裏有很多賣一樣的東西和很多旅遊紀念品。 我很喜歡這裏,如果你不喜歡旅遊紀念品和重複,你們在做市場了。 這裏有很多在這裏是一個觀看人們的好地方。 我在香港住了四個晚上之後又去了三次。 這是一個很多的樂趣和附近的食物也很棒。",1
A330飛行體驗  這次搭國泰航空的A330去香港，座位是242，整體體驗算不錯，空姐服務很好，不過由於是短程飛行，所以飛機餐是雞肉捲略顯可惜，但還是支持短程線這樣的食物，也比較不麻煩機組人員。,1
交通和购物都很方便，周围的食市也很多，总体感觉不错！,1
很好的體驗  酒店的員工非常好而且細心。  這裏的食物很好你可以吃的東西但不是你想的東西。  娛樂設施很好還有一個廣泛的選擇。  在網上辦理入住手續都挺好用的。,1
单人间太小了，居然要350元/天，杀猪呀！,0
浴缸去水慢另厕所水浸厕所去水不順,0
"非常棒的假期  我们在这里住了8个晚上在这家酒店。 这是一个很好的整体体验。 我们有一个很大的房间可以容纳2个大人 3kids设备齐全和宽敞。 这里的食物很不错,所以就是这里的海。 下面是一些很有趣的事情和一些需要改进的地方（婴儿用品租赁,前台和保留,房间设施,儿童俱乐部）。   在这里祝福： 大海让人惊异。 大多数的日子很平静,清澈的海水。 可爱的沙滩。 有一天很是波浪形的不是很好但是很适合游泳和休息。 距离海滩平台是个绝妙的主意 很棒的海滩 很棒的食物。 最深刻的选择,食物的种类和质量。 迈赫迪（行政副厨）是非常有帮助  很棒的酒吧服务和可供选择的食物 很棒的水上运动中心  有很多免费的脚踏船和划艇。 几个付费的活动。 非常热情的店主chris和滑水橇Stathos老师绝对是棒极了。 他把我的两个孩子在水上滑雪板和他们很喜欢它。 他是个很不错的带着孩子（和大人）和非常令人鼓舞   非常友好,乐于助人的员工,绝对的每位员工都尽力帮助  需要改进的地方有： 一天收费租用的婴儿车是一个巨大的令人倒胃。 我带着小孩去过同等级的酒店价格8 年一度是我每天都不收费。 一个一个一次性的酒店要收管理费（€25左右住的）但不是€10 天！ 我很高兴我提前打电话的时间和发现这和我自己带着婴儿车  保留相当的不肯帮忙。 我打电话要了一床3天到达之前和保安和梯凳。 他们告诉我去那里的时候问我。 我建议他们做一个记录在我的预定并提供一次这些和他们似乎很不情愿的答应了但是什么也没有做。 我觉得他们应该多给我们提供这样一个简单的请求（再过去住的其他酒店的一个更好的处理） 我觉得可以给我们提供更多的时间来打扫打扫房间的女服务员每天打扫房间。 虽然有足够的清洁。 我当然可以了解它如何可以做得更好 房间有一个厕所洗手池淋浴单元5人。 这不是很实用。",1
"酒店很棒！   剛待了一週之後在我無法完全用語言來形容的美妙experiene Ikos Olivia是  當我們到達的時候迎接我們的是一杯清涼的飲料和讓我們感覺非常特別。 我們的房間可以俯瞰漂亮的花園和很高標準裝修  迷你酒吧每天都會補充和客房服務都非常可愛在確保我們的房間總是很乾淨。 這裏有如此多的選擇和各式各樣的食物選擇,主餐廳和員工都很棒而且總是做他們能做的來確保你的一切都讓每個whateve經歷很特別。 這裏有各種各樣的餐館可供選擇單個易於預訂  最喜歡的是海灘上的餐廳棒極了希臘發生。 海灘和泳池和很棒的雞尾酒保證每天我們真的感覺就像是我們的天堂。 總經理Timos也總是可見而且可有時間來爲顧客這很難得和他是一個酒店真正的財富。 我們等不及要回去！",1
住了一天，简直就像噩梦！没有一点让我满意的地方！！,0
"很棒的體驗！  這是我們第三次來ikos。 這是一個非常棒的度假村； 我們還去過它的姐妹酒店。 這真的是一次很棒的經歷,房間,度假村,食物,紅酒,這一切都是真的很棒。 最棒的是這裏的員工雖然。 希臘人都非常友好而且熱情。 我們希望明年再來。",1
"女人街更是棒極了。 一定要帶上你的瘋狂砍價技巧！  這是一個天堂般的談判者。... 如果你知道怎麼講價的。 有太多東西要看不過看看周邊的商店區域相似產品的價格所以你你討價還價的基礎,你支付的錢不應該超過店都是收費的。 祝你玩得開心！",1
浴室的設施陳旧到差点烂了，我们刚住了3晚，之后10/11會继续住4晩，真担心又是住进太陳旧的浴室設施，烂了要我们承担。,0
很多商店出售同一品牌的鞋子  參觀了這條街，所以很多賣鞋子的商店都給了10％，有些給了20％的折扣，選擇取決於你買哪一個。,1
很棒的經歷  我們經歷了從上飛機的那一刻我們出色的住宿條件。 熱情和友好的工作人員幫我們找到我們的飛機上的座位。 我們的航班是一個很長的氛圍和一個在飛機上在各方面都很令人愉快。 清潔是維護在整個旅程。,1
"很是令人迷戀的好地方  昨天晚上陪來香旅遊的朋友逛逛, 這條街有一種神秘感覺, 很多求神問卜的擺檔, 每檔都總有一兩個人坐著問事, 亦有古舊的東西賣, 亦有大排檔, 肚子餓了, 隨便坐下便可, 很有香港風味, 朋友十分喜歡, 說下次再會來",1
不錯  國泰向來是我出國首選，除國泰航空安全性佳外，人員服務態度親切也是我的考量因素，從上機前的詢問至下機後的接待，都秉持專業及親切態度，值得出國首選,1
金玉其外 敗絮其中  在香港期間住過多家酒店，這家是最糟糕的。設計雖然不錯，但床品差，噪音大，服務尤其是糟糕透頂。聽到普通話，連職業假笑都懶得做，要個手提袋都沒有，餐廳酒吧都以各種理由不接待，只適合網紅打卡拍照。,0
"有蟑螂們在我們身上爬  看電期間後頸極度痕癢, 心覺不妙, 之後聽到兒子大聲叫 爸爸你身上有兩隻曱甴!  真噁心!  我家是身入伙新單位, 不會帶小強們去旅行吧??  是大大隻很肥碩的那種, 相信是營養豐富又沒有除虫的關係... 難忘... 勾起童年可怕的回憶了!",0
入住是兩張單人床的房間，唯一覺得不好的地方是單人床比一般單人床小,0
部分毛巾有啲污糟,0
"令人驚歎的酒店  我們去過的最好的一家很棒的酒店。 整個設施一塵不染,花園和一流的住宿。 九十百分之八的員工竭盡全力爲客人,他們會說多種語言,知識淵博,友好而且非常有幫助。 飲料都是24小時可用一天的時間,因爲就是食物（免費的客房服務）。 有很棒的運動設施,還有免費的非機動水上運動。 從我們到達的那刻直到我們離開的時候我們受到了皇室般的待遇。 我們有一個花園泳池邊的小屋裏的711號豪華區域。 甘孜幾乎是像我們家裏的房子。 非常大的陽臺有可愛的傢俱,還有一個加熱的泳池只有幾步之遙。 房間是完全隔音的,我們從來沒有聽到一個聲音從另一邊。 海灘區域非常乾淨有很多的躺椅和遮陽傘。 還有一個只有成人的區域。 自助餐廳的食物很好有很多種類。 一個令人失望的是早餐的時候只有橙汁。 細心的工作人員快速清理桌子,和提供飲料。 這裏的娛樂活動很低調而且通常在主酒吧舉行。 因爲幾乎沒有任何演員的朝着前面的座位上,這不是理想的地點。 我們租了一輛車從機場可以到各個地方,但說實話不是有很多值得一看的地方。 有幾個小的抱怨。 儘管兩次報告沒有提供熱水,他們什麼也沒做和我們只吃了一次熱水澡。 按菜單點菜的餐廳很小而且我們不能管理到任何我們住宿期間能預定到這裏。 我的建議是當你到達酒店預訂以避免失望。 我和我的妻子留下了最深刻的溫泉設施。 雖然年輕的孩子都能得到它似乎不是他們的理想酒店。 我們付了更多的其他的酒店和我極力推薦這家酒店。",1
一般可以攻擊及供應商  這個市場簡直是很多旅遊網站上一個'必去'在香港。 這是很容易坐地鐵  上有明顯的地鐵車站裏的地圖。  這是一家典型的遊客市場。 項目通常都不是最好的質量和上幾次我參觀了幾個小販都是任性和侵略性。 他們不想討價還價。   你需要穿過一個典型的香港街道的路上看到的有趣的生活所以僑引在本身。  許多項目都是重複的小攤上的停頓。  我買了幾個'玉'帕基手鐲和朋友和家人的大多數人不超過1個月和最後一次。 我還買了一個'披肩'（腈綸）的圍巾和破滅的兩天。 我得到了一個很划算的重型棉花裝貨門vests雖然  而且他們還有破舊的很好。   所以基本上就是碰運氣。,0
購物的好地方  一個漂亮的街道在高端的購物選擇香港。 你必須非常擅長談判得到一個好價錢來這裏是因爲價格將告訴你極其高端和將開始掉你開始談判。 總的來說這是個不錯的地方去購物的基本需求,1
已經失去原本的樣貌  幾年前來過這裡，印象中就是人潮擁擠，棚子很高很大。再次來到這裡卻非常失望，市街的樣貌沒變，但是從前充滿特色的攤位都不見了，現在每一攤幾乎都是一樣的東西，也幾乎都是中國各地、淘寶上面都可以買到的東西，甚至其他地方的價格會更便宜！攤位上很多卡通造型的USB，可是到這裡之前已經被其他旅客告知可能買到假貨、不能使用的。另外這裡人潮擁擠扒手多，建議只需要路過看看這些棚子象徵性的到過女人街，多花時間在附近的餐廳會更值得！,0
"完全奢華的一週  我和我愛人還有我們待了一個星期olivia都認爲這是一次奢華的享受。 我們提前  我們預訂了餐廳預訂14天到達之前和通信與客戶關係經理tasos至少可以說是很好。 我們到達的時候迎接我們的是熱毛巾和一杯飲料,登記入住一次  我們被帶到了自己的小屋是在完成一個小高爾夫球車帶着我們的行李。 當你進入房間沒有讓我們失望。 令人驚喜的是房間很乾淨而且佈置得很好。   客房服務是一個不錯的選擇我們到達的時候我們已經旅行了幾個小時的時候我們和所有的餐館都關門了。 迷你酒吧裏裝滿了雖然有很多東西我們不是很喜歡但是有些客戶關係來要求我們確實很喜歡和這東西是挺快的。   我們選擇了在外面吃飯能品嚐到一個當地的小美食  我們最初預訂的是坐在兩個出去吃飯的經歷後但Mouragio（雖然很不錯和很棒的服務）我們只選擇了一次和第二次去要了一個法國餐廳真的很棒。   酒店的工作人員在一個無可挑剔的olivia  他們不能完全滿足客人的需要是如此的熱情和周到,什麼都不嫌麻煩甚至是聽到客人有一些可笑的要求工作人員保證每個要求都得到最佳的他們的能力。   我們唯一的問題是我們的初始請求用餐也是最早的可用插槽時間我們不得不要求更改前因爲有很多  學校雖然沒有影響到孩子跑來跑去的很棒的食物和服務的確影響到餐廳的氛圍的體驗。   我還會再來一次心跳的感覺olivia。 令人驚歎的地方花上一週或2。",1
很旧，很破，很差，很贵，以后再不住了。订房还要信用卡担保，就是怕别人看到现场改变主意，太恶心了。前台都没有，很差,0
"很棒的假期  我們一大羣人在不同的年齡從三歲的孩子到84。 無縫從機場後,我們到達酒店登記入住的時候迎接我們的飲料。 這是一個較長的過程不是很理想但是&OAP帶着疲憊的孩子很快就忘掉了一度我們被帶到了我們的住宿。 我們已經預訂了豪華住宿但是我們很幸運地被升級到了2牀的海濱別墅。 一塵不染,大,裝飾得很漂亮而且直接通往海灘  完美！ 孩子們很喜歡這裏的兒童俱樂部&crèche（作爲父母我們都覺得很輕鬆地與團隊顯然是非常重要的）但是很高興我們旅程的海灘上。 海灘服務員很棒因爲我們遇到的員工都（從園丁到餐廳經理）  好像每個人都真誠地想要幫你享受你的假期。 我們沒有任何咀喪餐廳預訂過程超越我們會喜歡早前的桌子上好幾次讓孩子從比較累&情緒！ 正如其他人所說。 我認爲他們需要一些定義只有成年人的區域。 工作人員不能負責一些家長全然置&管理孩子的不良行爲（我真的不知道什麼樣的家長認爲讓孩子快就能約上摩托車的區域中最高的山峰&玻璃桌是一個明智的選擇）但是我覺得帶孩子應該選項以避免孩子在潮解性&在酒吧如果他們成爲一個源的同時也激怒他們的假期。 我也認爲這裏的主酒吧沒有什麼氛圍有點和他們會最好的就是海濱的東西。 這裏太漂亮了,不要利用甘氨醯愚蠢。 所有的食物都很棒而且我們期待着再來&亞歷山德森  這是一個絕佳的放鬆的好地方。 是的,可能有過一些很小的問題但是只開業一個月和我相信Timos ,很棒,令人難以置信的經理將盡一切力量確保勞工隊伍在他到達他的嚴格標準各方面（他以前管理很棒的大西洋Ikos）的速度儘可能快。 我會毫不猶豫地推薦Ikos Olivia。 團隊在它後面的開業應該感到非常自豪",1
"一切完美！   我乘坐的這家公司今年以來的首次。 我知道這是一家好公司事實上是,期望並沒有被出賣的。 登記入住的時候我的行李重量有問題,因爲超過3公斤。 只有採石商3公斤的國泰有很熱心地建議我打開看看能不能移動Som爀週年紀念ing, 也許手裏的行李,因爲我就能避免花錢的好地方。 最後我只能非常耐心而且善良。 我額外付了錢,他們讓我各端口上接收的每個托架都會改變的,不會有問題。 始終可用,平靜和善良。 飛機一塵不染,最新一代的,舒適的,新的屏幕,使用USB充電插座的智能手機。 設備很經典的一個長途航班,在這枕頭和頭戴式耳機。 還有他們開始的時候viaggio...",1
酒店很旧，很小，楼道里黑暗，其实就是个小旅馆的设施。建议不要去，吉林省宾馆还不错。,0
Wifi 連接不太好，經常斷線,0
服務好且設備豪華新穎  行程中有嬰兒隨行，航空公司特別安排在第一排的座位 空間十分寬敞，服務人員非常貼心，隨時幫忙提供應有之服務。,1
"小心在何處  我們第一次上浪費大量時間與互聯網告訴我們吵醒市場是通菜街上連接（真正的）的街上（真實）與比特島。 它實際上是個和上海之間登打士聖不要轉到另一端和搜索所有酒店潛水商店的尋找手提包！ 有一度。 我建議您需要一個小時左右到找到您想要最合理的價格。 它是一個適合購買知名的手提包等桑樹了, 錢徳拉基拉那, 普拉達, 等巴寶莉。 但您應意識到它們不是人, 儘管告訴您什麼友好的工作人員。 不要被騙了竅門通過其與它們亮報銷申請的真正的人證明做到了這一點。 所有說的, 是很好的傳真的手提包並將所有但行家迷惑了。",1
"很棒的航班  我們坐了整晚的飛機。 這是非常舒適的。 服務很棒,食物很好,一塵不染的平面。 我們到達的時候已經準備好新鮮和美好的一天。",1
服务态度很不好，除了免费的水，1瓶衣云收60，太黑了，那天去开什么外资企业洽谈会，全是些中国老表在哪里混，有鬼的外资企业。真烦！,0
以后再也不去住这个酒店了，从来没住过这么差的酒店，还是挂五星的！！！！！,0
"一個真正的5星級的體驗！  我們已經走遍了過去10年的希臘和這家是最好的5星級全包的度假村犎歡。 我們挑不出毛病的服務,工作人員非常周到,專業和辛勤工作,沒有什麼太多的麻煩。 主自助餐廳的食物是一流的和更好的在4 Al la Carte餐廳。 我們住的是1臥室別墅套房有私人花園和它很大,佈置得很好,很安靜也很乾淨,裏面還有迷你吧每天補充。 游泳池區域有很多選擇,所有也不錯但離酒店最近的是加熱溫度不遠一個熱水浴缸,非常宜人的天氣沒有那麼熱情如我們所希望的。 娛樂活動無論是在主酒吧或劇院是最好的我們住過的希臘,這讓一個令人愉快的改變以往的動畫團隊垃圾一般。 我們從來沒有去同一個度假村兩次但是我們計劃再到Ikos Olivia犆髂。",1
"靠近5 *但是剛剛就錯過了  我們剛在一個星期後回家ikos olivia和有一個美好的時光。 我花了不少時間決定如果這條評論會4或5分。 總的來說酒店很棒,但就是有一兩個問題影響我們都是這樣做的。 主要的問題是房間裏的暖氣。 我們注意到我們的空調不能正常工作並且告訴服務員。 後來結果是在冬天的時候,所有的房間都有中央暖氣在切換到23度。 我怎麼也沒辦法把它關掉,只需要打開或關閉！ 我們要求把它關掉,但這仍然是我們在晚上太熱了。 我的丈夫沒有一個星期結果都睡得很好,甚至還開着窗戶。 我覺得能夠設置自己的溫度是至關重要的。 奇怪的是在酒店的主樓21度恆溫調節器只說的..  也因爲它的廣告上說的短途旅行都在季度的最後一週。 我提前發郵件給我們安排的是一週的時間安排所以很期待去旅行。 它應該要提前告訴我。  好了現在在非常好的東西！ 酒店很漂亮,乾淨和整潔。 工作人員都很棒而且真的很關心你。  泳池很棒,有一個很好的溫度和乾淨。  食物都很棒。 我上傳過所有的餐廳。 正如大家所說,你需要提前預訂,我們預訂了3只在我們到達之前和住宿期間預訂了1更多。 不過口味還是很不錯的,而且很好的選擇。 好吃的烤肉類尤其是！  我們最喜歡的餐廳是福斯科和餐後酒。 兩者都很棒。 安納亞有喜歡這裏的食物,但是他們也不會爲別人的熱情重新所有飲料喝杯雞尾酒或烈酒（他們會從附近的酒吧）但安納亞人員只是說沒有,儘管離主要的酒吧。 這就意味着我有可樂我的這頓飯因爲我不喝酒。 普羅旺斯也很可愛,但是如果你不喜歡海鮮有限。  在茴香的味道和早餐很棒,不過還是很好的選擇來普羅旺斯酒店裏最小的。  我們在一家當地餐廳吃了晚飯出去吃選項的一部分。 這是一個可愛和很棒的主意。  飲料都很快,而且很好吃的調酒！ 所有的酒吧服務員都很棒。  這裏的娛樂活動也很豐富,但總是很短暫。",1
"機上服務不錯,但地勤應變需加強  6月在官網預定搭乘CX從台北出發經香港轉往蘇黎世,因台北出發班機延誤,導致到香港時已剩不到30分鐘轉機,但下機時居然沒有地勤來協助轉機及通關,導致在登機口時被取消登機,並轉往FRA後再轉乘LX至蘇黎世,但FRA也無地面人員可協助,只好又自己狂奔通關後,在最後關頭才搭上LX班機,若是沒經驗的旅客可能在FRA就被丟包沒人處理了.....",1
"食物在附近的區域可能是更多的興趣比員工優惠  有趣的夜市； 食物在附近的區域可能是更多的興趣比優惠的東西。 大部分都是衣服,光學器件和便宜的小玩意。",1
服務態度好，航班準時，餐飲不錯。  選擇老牌國泰航空，位置寬敞舒適，飛行平穩，提供的影音娛樂節目多，空調很給力，空姐們一直在忙碌著，少數人甚至能用普通話，法語，粵語，英語與客人交流，飛機上餐食很好,1
員工在核實住客身份的時候，應該多問以什麼形式預約訂房間， 如需要出示全名的話，建議可以向客人示意提供出示手機應用程式去核實， 當我主動出示訂單的時候，員工 態度欠佳且一臉不爽地警告客人下次須出示全名作登記， 形式上他可以叫客人再作更改，而不是持不歡迎的接待。,0
"最完美的假期  目前我們正在進入第二個星期我們還住在這裏。 我能說的是絕對令人驚歎的從我們下飛機的那一刻起就受到了我們的司機。 當我們到達的時候在ikos olivia迎接我們的笑臉,得到了香檳和冷毛巾和感覺很受歡迎。 海灘前的房間很豪華,有品位的和豐富的裝飾,很乾淨和寬敞。 這裏的食物簡直是太好了不管你選擇在餐廳吃飯。 有一個廣泛和可供選擇的食品和我唯一的不滿是我把每天從重量上不能抵制一切令人驚歎的菜餚很難取悅的人和這裏的工作人員工作所以沒有什麼太多的麻煩。 經理Timoleon已經盡心盡力確保我們很高興並且喜歡我們的住宿已經很感激。 我不能推薦這家很棒的地方。 我們在這兒的時光已天堂和我們肯定還會再來的。",1
香港購物地標之一  商場很大，購物百貨全部應有盡有。不過大部分都是國際品牌，大牌子，餐廳也很多，如果喜歡購物的，一定要去。 除了購物外，在這裡看日落也很好,1
"棒極了  剛從9天完全的放鬆 我們住過的最好的酒店 一切東西的質量都是極好的 房間,員工,食物,飲料,游泳池,溫泉,花園,海灘,等等都很棒 如果我要寫詳細的將我整個晚上都在這裏 請不要猶豫預訂您的假期在ikos olivia 我們已經訂了明年再去在九月&復活節假期 非常感謝所有的員工讓我們的假期&每一個我們永遠不會忘記  盼望着能再到了一個豪華的假期",1
不知道这个酒店是怎么混到的这么高的评分，名不副实啊。酒店很老了，设施陈旧，服务也一般，我订的大床房，先是给了给窗户完全被边上的一幢楼挡住了的房间，好在房间里有一个灯不亮，以此为理由要求换房，换得第二间房就在原来房间的上面一层，同样是暗无天日，同样是灯不亮，再换第三房间，这次总算窗外亮些了，可又上不了网，只好再换，最后第四个房间据说是升级到高级间了，其实就多了两个沙发。,0
很棒的夜晚。  這家真的很熱鬧的夜市有所有的通常的旅遊紀念品但真正吸引人來自很多很棒的當地餐館和街頭食品攤販。 美味的食物和很棒的價值和一個偉大的人看的機會。,1
该酒店新开业，各方面都不完善。携程上介绍的东西很多都没有，包括电视节目，居然没有一个海外节目，国内电视节目也很少。结帐的时候，居然因为餐厅有笔帐单重复计算，让我等了足足有半小时。很需要改进！在商务中心，我希望能用自己的笔记本电脑上网，也同意按照他们要求的一小时20元的价格，但一开始服务人员不同意我用自己的电脑上网，后经一貌似经理的人询问，说是可以，但令我气愤的是，那位经理很严肃的和我,0
"能買到平便宜又特別的波鞋  每次需要買波鞋,都會想起要去波鞋街購買。 這條街有著不同波鞋品牌的集中地,款式及種類很多,每次都能找到心頭好,而且找到的款式都是在普通的商場內的店舖找不到的。",1
从04年到06年，常带同事和家人住在主楼1号楼。此次CHECK－IN时，被告知住在2号楼，2号楼没有电梯，带着3岁的小孩很麻烦，另外窗外不象1号楼有风景、房间设置陈旧，价格却与1号楼一样，有一种上当的感觉，将来如果不能事先确认，不打算住在这个酒店了。,0
"價格低街市場  價格低廉而且質量低劣的包, DVD ,珠寶首飾,紀念品等。  讓它值得你需要negotiatd價格。",0
旅遊陷阱  可能是我在亞洲見過的最無聊的市場和我去過很多很多。 一樣的同一旅遊垃圾從一端到另一。 添加到這可憐的質量和昂貴的食物和你算是浪費了一個晚上。  我的建議是不要！,0
"可怕的航空公司,當事情不會計劃！  從香港到倫敦希斯羅機場的航班晚點了。 我是帶着我的同伴,但我們住在單獨的預訂開始。 不知怎的我沒有得到任何通知的8小時35分鐘和延遲,但是我的同伴收到短信,這就是我們如何發現的延遲。 8時35分秒延遲,是一個嚴重的延遲,而不是我在倫敦如期進入6時20分秒。 我會2下午之後到達的,這一點我已經承受不起,因爲我有一個非常重要的醫生預約1下午。 我不得不去倫敦之前！ 我別無選擇！  我打電話給cx, 20  25分鐘後和保存在香港我管理的人說話。 我的航班是換到較早的離開的時候,我和我去機場的路。",0
很棒的工作人員  船上的工作人員非常熱情而且很有禮貌。 我們的轉機的飛機離開香港到墨爾本延誤了4小時的交流和潛在的乘客可以做得更好。,1
很棒的飛行  我們選擇這家酒店很適合去premium經濟和額外的伸腿空間。 員工很棒而且很照顧我們的飛機。 希望很快再和他們一起飛。,1
"豪華經濟  想像它是經濟艙, 就是坐得稍微好些, 已經能睡的了. 不要跟商務艙比較. 然後就會感覺良好.吃的也不錯. 也有酒喝. 只是單邊有廁所比較不便.",1
